Id,PetalWidthCm_sqrt,PetalLengthCm,PetalLengthCm_sqrt,PetalLengthCm_log,PetalWidthCm_log,PetalWidthCm,Species_Iris-virginica,Species_Iris-versicolor,SepalLengthCm_log,Species
1,0.4472135954999579,1.4,1.1832159566199232,0.8754687373538999,0.1823215567939546,0.2,False,False,0.4054651081081644,Iris-setosa
2,0.4472135954999579,1.4,1.1832159566199232,0.8754687373538999,0.1823215567939546,0.2,False,False,1.7749523509116738,Iris-setosa
3,0.4472135954999579,1.3,1.140175425099138,0.832909122935104,0.1823215567939546,0.2,False,False,1.7404661748405044,Iris-setosa
4,0.4472135954999579,1.5,1.224744871391589,0.9162907318741552,0.1823215567939546,0.2,False,False,1.7227665977411035,Iris-setosa
5,0.4472135954999579,1.4,1.1832159566199232,0.8754687373538999,0.1823215567939546,0.2,False,False,1.791759469228055,Iris-setosa
6,7.09929573971954,1.7,1.3038404810405295,0.9932517730102834,3.93963817246112,50.4,False,False,1.7047480922384253,Iris-setosa
7,0.5477225575051661,1.4,1.1832159566199232,0.8754687373538999,0.262364264467491,0.3,False,False,0.9555114450274363,Iris-setosa
8,0.4472135954999579,1.5,1.224744871391589,0.9162907318741552,0.1823215567939546,0.2,False,False,1.791759469228055,Iris-setosa
9,0.4472135954999579,1.4,1.1832159566199232,0.8754687373538999,0.1823215567939546,0.2,False,False,1.6863989535702286,Iris-setosa
10,0.3162277660168379,1.5,1.224744871391589,0.9162907318741552,0.0953101798043248,0.1,False,False,1.7749523509116738,Iris-setosa
11,0.3741657386773941,1.5,1.224744871391589,0.9162907318741552,0.1310282624064041,0.14,False,False,1.8562979903656265,Iris-setosa
12,0.4472135954999579,1.6,1.2649110640673518,0.9555114450274363,0.1823215567939546,0.2,False,False,1.7578579175523736,Iris-setosa
13,0.3162277660168379,1.4,1.1832159566199232,0.8754687373538999,0.0953101798043248,0.1,False,False,1.7578579175523736,Iris-setosa
14,0.3162277660168379,0.1,0.3162277660168379,0.0953101798043248,0.0953101798043248,0.1,False,False,1.667706820558076,Iris-setosa
15,0.4472135954999579,1.2,1.095445115010332,0.7884573603642702,0.1823215567939546,0.2,False,False,1.916922612182061,Iris-setosa
16,0.6324555320336759,1.5,1.224744871391589,0.9162907318741552,0.3364722366212129,0.4,False,False,1.9021075263969205,Iris-setosa
17,0.6324555320336759,1.3,1.140175425099138,0.832909122935104,0.3364722366212129,0.4,False,False,1.8562979903656265,Iris-setosa
18,0.5477225575051661,1.4,1.1832159566199232,0.8754687373538999,0.262364264467491,0.3,False,False,1.8082887711792652,Iris-setosa
19,0.5477225575051661,1.7,1.3038404810405295,0.9932517730102834,0.262364264467491,0.3,False,False,1.9021075263969205,Iris-setosa
20,0.5477225575051661,1.5,1.224744871391589,0.9162907318741552,0.262364264467491,0.3,False,False,1.8082887711792652,Iris-setosa
21,0.4472135954999579,1.7,1.3038404810405295,0.9932517730102834,0.1823215567939546,0.2,False,False,1.8562979903656265,Iris-setosa
22,0.6324555320336759,1.5,1.224744871391589,0.9162907318741552,0.3364722366212129,0.4,False,False,1.8082887711792652,Iris-setosa
23,0.4472135954999579,1.0,1.0,0.6931471805599453,0.1823215567939546,0.2,False,False,1.7227665977411035,Iris-setosa
24,0.7071067811865476,1.7,1.3038404810405295,0.9932517730102834,0.4054651081081644,0.5,False,False,1.8082887711792652,Iris-setosa
25,0.4472135954999579,1.9,1.378404875209022,1.0647107369924282,0.1823215567939546,0.2,False,False,1.7578579175523736,Iris-setosa
26,0.4472135954999579,1.6,1.2649110640673518,0.9555114450274363,0.1823215567939546,0.2,False,False,1.791759469228055,Iris-setosa
27,0.6324555320336759,1.6,1.2649110640673518,0.9555114450274363,0.3364722366212129,0.4,False,False,1.791759469228055,Iris-setosa
28,0.4472135954999579,1.5,1.224744871391589,0.9162907318741552,0.1823215567939546,0.2,False,False,1.8245492920510455,Iris-setosa
29,0.4472135954999579,1.4,1.1832159566199232,0.8754687373538999,0.1823215567939546,0.2,False,False,1.8245492920510455,Iris-setosa
30,0.4472135954999579,1.6,1.2649110640673518,0.9555114450274363,0.1823215567939546,0.2,False,False,1.7404661748405044,Iris-setosa
31,0.4472135954999579,1.6,1.2649110640673518,0.9555114450274363,0.1823215567939546,0.2,False,False,1.7578579175523736,Iris-setosa
32,0.6324555320336759,1.5,1.224744871391589,0.9162907318741552,0.3364722366212129,0.4,False,False,1.8562979903656265,Iris-setosa
33,0.3162277660168379,1.5,1.224744871391589,0.9162907318741552,0.0953101798043248,0.1,False,False,1.8245492920510455,Iris-setosa
34,0.4472135954999579,1.4,1.1832159566199232,0.8754687373538999,0.1823215567939546,0.2,False,False,1.8718021769015916,Iris-setosa
35,0.3162277660168379,1.5,1.224744871391589,0.9162907318741552,0.0953101798043248,0.1,False,False,1.7749523509116738,Iris-setosa
36,0.4472135954999579,1.2,1.095445115010332,0.7884573603642702,0.1823215567939546,0.2,False,False,1.791759469228055,Iris-setosa
37,0.4472135954999579,1.3,1.140175425099138,0.832909122935104,0.1823215567939546,0.2,False,False,1.8718021769015916,Iris-setosa
38,0.3162277660168379,1.5,1.224744871391589,0.9162907318741552,0.0953101798043248,0.1,False,False,1.7749523509116738,Iris-setosa
39,0.4472135954999579,1.3,1.140175425099138,0.832909122935104,0.1823215567939546,0.2,False,False,1.6863989535702286,Iris-setosa
40,0.4472135954999579,1.5,1.224744871391589,0.9162907318741552,0.1823215567939546,0.2,False,False,1.8082887711792652,Iris-setosa
41,0.5477225575051661,1.3,1.140175425099138,0.832909122935104,0.262364264467491,0.3,False,False,1.791759469228055,Iris-setosa
42,0.5477225575051661,1.3,1.140175425099138,0.832909122935104,0.262364264467491,0.3,False,False,1.7047480922384253,Iris-setosa
43,0.4472135954999579,1.3,1.140175425099138,0.832909122935104,0.1823215567939546,0.2,False,False,1.6863989535702286,Iris-setosa
