date,meantemp,meanpressure
2013-01-01,10.0,1015.6666666666666
2013-01-02,7.4,1017.8
2013-01-03,7.166666666666667,1018.6666666666666
2013-01-04,8.666666666666666,1017.1666666666666
2013-01-05,6.0,1016.5
2013-01-06,7.0,1018.0
2013-01-07,7.0,1020.0
2013-01-08,8.857142857142858,1018.7142857142857
2013-01-09,14.0,1017.0
2013-01-10,11.0,1015.6666666666666
2013-01-11,15.714285714285714,1016.1428571428571
2013-01-12,14.0,1015.5714285714286
2013-01-13,15.833333333333334,1013.3333333333334
2013-01-14,12.833333333333334,1015.1666666666666
2013-01-15,14.714285714285714,1015.8571428571429
2013-01-16,13.833333333333334,1016.6666666666666
2013-01-17,16.5,1015.8333333333334
2013-01-18,13.833333333333334,1014.5
2013-01-19,12.5,1021.6666666666666
2013-01-20,11.285714285714286,1020.2857142857143
2013-01-21,11.2,1021.0
2013-01-22,9.5,1021.8
2013-01-23,14.0,1020.5
2013-01-24,13.833333333333334,1020.5
2013-01-25,12.25,1020.75
2013-01-26,12.666666666666666,1019.6666666666666
2013-01-27,12.857142857142858,1018.1428571428571
2013-01-28,14.833333333333334,1017.8333333333334
2013-01-29,14.125,1016.625
2013-01-30,14.714285714285714,1017.8571428571429
2013-01-31,16.2,1018.4
2013-02-01,16.0,1016.0
2013-02-02,16.285714285714285,1017.1428571428571
2013-02-03,18.0,1015.2857142857143
2013-02-04,17.428571428571427,1014.5714285714286
2013-02-05,16.625,1016.375
2013-02-06,16.666666666666668,1018.6666666666666
2013-02-07,15.6,1018.6
2013-02-08,14.0,1017.1428571428571
2013-02-09,15.428571428571429,1016.8571428571429
2013-02-10,15.25,1017.125
2013-02-11,15.875,1016.5
2013-02-12,15.333333333333334,1017.5
2013-02-13,16.285714285714285,1016.0
2013-02-14,17.333333333333332,1014.1666666666666
2013-02-15,19.166666666666668,1011.6666666666666
2013-02-16,14.428571428571429,1008.0
2013-02-17,13.666666666666666,1012.6666666666666
2013-02-18,15.6,1016.2
2013-02-19,15.857142857142858,1015.7142857142857
2013-02-20,17.714285714285715,1017.0
2013-02-21,20.0,1015.4285714285714
2013-02-22,20.5,1016.0
2013-02-23,17.428571428571427,1017.0
2013-02-24,16.857142857142858,1018.8571428571429
2013-02-25,16.875,1018.25
2013-02-26,17.857142857142858,1015.1428571428571
2013-02-27,20.8,1015.2
2013-02-28,19.428571428571427,1017.4285714285714
2013-03-01,17.333333333333332,1016.3333333333334
2013-03-02,19.0,1016.25
2013-03-03,19.333333333333332,1016.1666666666666
2013-03-04,17.6,1015.8
2013-03-05,20.875,1016.375
2013-03-06,20.857142857142858,1015.7142857142857
2013-03-07,23.428571428571427,1015.2857142857143
2013-03-08,24.166666666666668,1014.8333333333334
2013-03-09,25.428571428571427,1009.2857142857143
2013-03-10,23.142857142857142,1008.0
2013-03-11,24.0,1011.1666666666666
2013-03-12,23.5,1011.5
2013-03-13,21.5,1009.0
2013-03-14,22.333333333333332,1013.1666666666666
2013-03-15,24.166666666666668,1016.1666666666666
2013-03-16,20.333333333333332,1016.1666666666666
2013-03-17,22.666666666666668,1015.0
2013-03-18,23.428571428571427,1009.4285714285714
2013-03-19,22.5,1011.0
2013-03-20,29.166666666666668,1009.5
2013-03-21,23.833333333333332,1008.3333333333334
2013-03-22,25.25,1006.375
2013-03-23,27.375,1007.625
2013-03-24,27.0,1010.25
2013-03-25,23.5,1010.625
2013-03-26,24.142857142857142,1008.8571428571429
2013-03-27,21.0,1009.0
2013-03-28,22.428571428571427,1009.5714285714286
2013-03-29,21.25,1009.75
2013-03-30,23.5,1008.625
2013-03-31,23.2,1008.6
2013-04-01,25.375,1008.5
2013-04-02,25.166666666666668,1009.5
2013-04-03,26.2,1009.0
2013-04-04,24.6,1007.8
2013-04-05,25.6,1007.0
2013-04-06,25.857142857142858,1006.1428571428571
2013-04-07,29.142857142857142,1005.0
2013-04-08,28.714285714285715,1006.0
2013-04-09,30.166666666666668,1005.3333333333334
2013-04-10,30.0,1006.7142857142857
2013-04-11,30.0,1006.4
2013-04-12,28.857142857142858,1007.5714285714286
2013-04-13,30.2,1008.4
2013-04-14,28.25,1007.0
2013-04-15,28.25,1003.875
2013-04-16,32.125,1000.0
2013-04-17,29.2,1002.2
2013-04-18,30.285714285714285,1002.8571428571429
2013-04-19,28.285714285714285,1002.5714285714286
2013-04-20,30.625,1003.375
2013-04-21,27.666666666666668,1006.8333333333334
2013-04-22,27.375,1010.0
2013-04-23,28.625,1009.875
2013-04-24,30.285714285714285,1008.5714285714286
2013-04-25,31.142857142857142,1007.7142857142857
2013-04-26,29.875,1008.375
2013-04-27,31.142857142857142,1007.0
2013-04-28,30.571428571428573,1005.4285714285714
2013-04-29,32.125,1004.875
2013-04-30,31.142857142857142,1004.8571428571429
2013-05-01,31.857142857142858,1002.8333333333334
2013-05-02,29.833333333333332,1001.2
2013-05-03,28.571428571428573,999.4285714285714
2013-05-04,32.857142857142854,999.0
2013-05-05,32.625,1000.625
2013-05-06,32.75,1001.625
2013-05-07,32.875,1002.0
2013-05-08,34.5,1001.1666666666666
2013-05-09,34.285714285714285,1000.8571428571429
2013-05-10,34.0,1000.1428571428571
2013-05-11,30.75,999.875
2013-05-12,29.857142857142858,1003.7142857142857
2013-05-13,31.714285714285715,1003.5714285714286
2013-05-14,32.285714285714285,1001.5714285714286
2013-05-15,33.0,999.8571428571429
2013-05-16,33.0,998.5
2013-05-17,32.833333333333336,1000.3333333333334
2013-05-18,31.4,999.0
2013-05-19,35.333333333333336,999.6666666666666
2013-05-20,36.4,998.4
2013-05-21,36.0,998.6666666666666
2013-05-22,36.75,998.625
2013-05-23,37.5,997.1666666666666
2013-05-24,38.42857142857143,996.4285714285714
2013-05-25,38.714285714285715,998.1428571428571
2013-05-26,37.8,998.2
2013-05-27,35.857142857142854,999.1428571428571
2013-05-28,35.333333333333336,1000.1666666666666
2013-05-29,34.142857142857146,999.4285714285714
2013-05-30,32.2,999.6
2013-05-31,33.625,998.7142857142857
2013-06-01,32.0,998.75
2013-06-02,32.4,1001.0
2013-06-03,35.6,999.6
2013-06-04,35.857142857142854,999.8571428571429
2013-06-05,37.166666666666664,998.0
2013-06-06,31.285714285714285,997.2857142857143
2013-06-07,34.0,998.0
2013-06-08,34.2,997.0
2013-06-09,36.166666666666664,995.1666666666666
2013-06-10,36.625,995.125
2013-06-11,30.166666666666668,1000.0
2013-06-12,34.142857142857146,998.0
2013-06-13,29.833333333333332,998.6666666666666
2013-06-14,30.142857142857142,997.4285714285714
2013-06-15,30.714285714285715,997.8571428571429
2013-06-16,27.0,996.4285714285714
2013-06-17,26.875,994.75
2013-06-18,28.4,996.4
2013-06-19,29.857142857142858,999.0
2013-06-20,33.0,997.1666666666666
2013-06-21,34.833333333333336,995.3333333333334
2013-06-22,35.6,996.2
2013-06-23,35.166666666666664,995.6666666666666
2013-06-24,33.142857142857146,996.2857142857143
2013-06-25,30.571428571428573,999.1666666666666
2013-06-26,30.666666666666668,999.0
2013-06-27,31.428571428571427,996.7142857142857
2013-06-28,31.5,996.0
2013-06-29,33.25,995.25
2013-06-30,32.833333333333336,997.1666666666666
2013-07-01,33.857142857142854,996.4285714285714
2013-07-02,33.142857142857146,996.0
2013-07-03,31.571428571428573,997.5714285714286
2013-07-04,32.375,997.0
2013-07-05,32.8,997.8
2013-07-06,31.0,1000.5714285714286
2013-07-07,31.166666666666668,1000.1666666666666
2013-07-08,29.833333333333332,997.5
2013-07-09,29.0,996.8333333333334
2013-07-10,29.75,995.75
2013-07-11,32.5,997.3333333333334
2013-07-12,28.875,1000.0
2013-07-13,31.75,998.875
2013-07-14,30.75,997.375
2013-07-15,31.75,998.375
2013-07-16,29.875,999.0
2013-07-17,31.125,998.0
2013-07-18,31.75,995.0
2013-07-19,30.5,995.3333333333334
2013-07-20,26.833333333333332,999.1666666666666
2013-07-21,28.2,996.4
2013-07-22,29.5,996.8333333333334
2013-07-23,31.857142857142858,998.0
2013-07-24,29.714285714285715,997.1428571428571
2013-07-25,28.333333333333332,995.1666666666666
2013-07-26,30.0,995.4285714285714
2013-07-27,30.142857142857142,997.2857142857143
2013-07-28,32.285714285714285,998.1428571428571
2013-07-29,31.0,997.1428571428571
2013-07-30,30.5,996.5
2013-07-31,28.833333333333332,996.6666666666666
2013-08-01,30.0,998.0
2013-08-02,31.571428571428573,999.4285714285714
2013-08-03,32.5,1000.8333333333334
2013-08-04,32.5,993.25
2013-08-05,29.5,1001.0
2013-08-06,27.166666666666668,1002.1666666666666
2013-08-07,28.375,1001.875
2013-08-08,28.5,1000.5
2013-08-09,27.166666666666668,1001.0
2013-08-10,29.428571428571427,1000.3333333333334
2013-08-11,30.0,1001.1666666666666
2013-08-12,29.5,1001.0
2013-08-13,30.75,999.25
2013-08-14,29.666666666666668,999.8333333333334
2013-08-15,27.714285714285715,1001.7142857142857
2013-08-16,26.6,1000.8
2013-08-17,27.428571428571427,999.4285714285714
2013-08-18,28.333333333333332,1000.1666666666666
2013-08-19,28.166666666666668,1000.5
2013-08-20,27.375,999.0
2013-08-21,28.333333333333332,999.2857142857143
2013-08-22,29.166666666666668,1001.1666666666666
2013-08-23,31.285714285714285,1001.4285714285714
2013-08-24,32.0,1000.3333333333334
2013-08-25,29.0,998.75
2013-08-26,32.0,997.8571428571429
2013-08-27,32.142857142857146,999.8571428571429
2013-08-28,30.142857142857142,1003.7142857142857
2013-08-29,31.5,1003.25
2013-08-30,29.166666666666668,1003.5
2013-08-31,29.0,1003.25
2013-09-01,30.0,1003.2
2013-09-02,31.857142857142858,1003.7142857142857
2013-09-03,32.75,1001.5
2013-09-04,31.714285714285715,1002.1666666666666
2013-09-05,31.666666666666668,1001.5
2013-09-06,30.571428571428573,1003.4285714285714
2013-09-07,30.833333333333332,1004.1666666666666
2013-09-08,28.0,1007.25
2013-09-09,31.0,1007.0
2013-09-10,29.666666666666668,1005.3333333333334
2013-09-11,30.857142857142858,1005.5714285714286
2013-09-12,31.166666666666668,1008.1666666666666
2013-09-13,31.142857142857142,1007.1428571428571
2013-09-14,30.5,1003.8333333333334
2013-09-15,31.625,1001.375
2013-09-16,29.666666666666668,1002.3333333333334
2013-09-17,29.25,1002.875
2013-09-18,29.142857142857142,1003.1428571428571
2013-09-19,29.8,1001.8
2013-09-20,28.666666666666668,1003.0
2013-09-21,25.2,1003.0
2013-09-22,28.333333333333332,1001.6666666666666
2013-09-23,30.285714285714285,1001.0
2013-09-24,30.75,1002.75
2013-09-25,28.571428571428573,1005.4285714285714
2013-09-26,28.2,1006.6
2013-09-27,29.0,1005.625
2013-09-28,30.0,1005.3333333333334
2013-09-29,28.142857142857142,1003.8571428571429
2013-09-30,26.857142857142858,1004.7142857142857
2013-10-01,28.285714285714285,1007.7142857142857
2013-10-02,29.2,1010.0
2013-10-03,28.6,1008.6
2013-10-04,24.833333333333332,1007.5
2013-10-05,28.5,1004.125
2013-10-06,29.75,1005.25
2013-10-07,29.714285714285715,1008.8571428571429
2013-10-08,29.2,1009.8
2013-10-09,30.833333333333332,1010.3333333333334
2013-10-10,29.428571428571427,1010.8571428571429
2013-10-11,23.857142857142858,1010.5714285714286
2013-10-12,26.142857142857142,1008.2857142857143
2013-10-13,27.166666666666668,1007.6666666666666
2013-10-14,27.714285714285715,1007.0
2013-10-15,25.857142857142858,1009.1428571428571
2013-10-16,26.428571428571427,1009.0
2013-10-17,26.857142857142858,1010.4285714285714
2013-10-18,26.333333333333332,1010.5
2013-10-19,24.571428571428573,1011.5714285714286
2013-10-20,24.333333333333332,1010.6666666666666
2013-10-21,24.875,1009.875
2013-10-22,27.8,1011.0
2013-10-23,25.0,1013.625
2013-10-24,23.857142857142858,1013.2857142857143
2013-10-25,22.8,1011.0
2013-10-26,23.0,1011.2
2013-10-27,22.875,1010.625
2013-10-28,22.666666666666668,1010.0
2013-10-29,23.0,1011.1428571428571
2013-10-30,22.857142857142858,1012.8571428571429
2013-10-31,23.666666666666668,1012.8333333333334
2013-11-01,23.428571428571427,1013.2857142857143
2013-11-02,21.625,1014.5
2013-11-03,20.625,1016.0
2013-11-04,21.166666666666668,1017.5
2013-11-05,18.833333333333332,1017.5
2013-11-06,20.571428571428573,1015.8571428571429
2013-11-07,20.142857142857142,1015.6666666666666
2013-11-08,18.0,1015.625
2013-11-09,19.857142857142858,1016.7142857142857
2013-11-10,16.833333333333332,1016.0
2013-11-11,18.857142857142858,1013.4285714285714
2013-11-12,16.571428571428573,1013.8571428571429
2013-11-13,17.75,1014.25
2013-11-14,17.625,1015.25
2013-11-15,17.0,1016.5
2013-11-16,16.625,1018.0
2013-11-17,15.571428571428571,1017.7142857142857
2013-11-18,18.5,1016.875
2013-11-19,17.875,1015.5
2013-11-20,18.25,1012.75
2013-11-21,17.875,1013.125
2013-11-22,17.625,1015.75
2013-11-23,18.142857142857142,1014.5714285714286
2013-11-24,19.125,1014.5
2013-11-25,21.25,1012.875
2013-11-26,21.25,1011.75
2013-11-27,19.125,1014.75
2013-11-28,18.625,1017.75
2013-11-29,17.75,1016.875
2013-11-30,17.875,1015.875
2013-12-01,18.0,1016.1428571428571
2013-12-02,17.25,1015.875
2013-12-03,17.5,1016.75
2013-12-04,17.142857142857142,1017.0
2013-12-05,17.142857142857142,1015.2857142857143
2013-12-06,16.125,1014.0
2013-12-07,16.0,1014.25
2013-12-08,16.5,1014.0
2013-12-09,16.125,1013.5
2013-12-10,15.5,1013.75
2013-12-11,16.625,1014.125
2013-12-12,17.75,1012.5
2013-12-13,17.142857142857142,1012.0
2013-12-14,16.142857142857142,1012.5714285714286
2013-12-15,15.5,1015.125
2013-12-16,15.25,1015.625
2013-12-17,14.75,1014.25
2013-12-18,14.875,1012.625
2013-12-19,16.125,1012.875
2013-12-20,15.375,1016.0
2013-12-21,14.75,1017.0
2013-12-22,15.25,1018.375
2013-12-23,14.25,1020.5
2013-12-24,13.5,1021.375
2013-12-25,13.666666666666666,1020.625
2013-12-26,12.125,1019.25
2013-12-27,11.875,1018.625
2013-12-28,10.875,1019.25
2013-12-29,10.571428571428571,1018.5
2013-12-30,12.375,1018.125
2013-12-31,14.5,1020.5
2014-01-01,13.375,1021.0
2014-01-02,11.0,1020.25
2014-01-03,12.5,1017.75
2014-01-04,12.875,1016.25
2014-01-05,12.375,1014.5
2014-01-06,11.428571428571429,1017.625
2014-01-07,12.142857142857142,1017.75
2014-01-08,11.875,1017.875
2014-01-09,12.833333333333334,1017.0
2014-01-10,12.375,1016.625
2014-01-11,12.125,1019.625
2014-01-12,12.875,1020.75
2014-01-13,14.0,1019.375
2014-01-14,14.875,1017.0
2014-01-15,12.0,1019.75
2014-01-16,12.285714285714286,1019.5714285714286
2014-01-17,12.0,1017.625
2014-01-18,12.5,1020.25
2014-01-19,14.5,1023.0
2014-01-20,14.625,1021.375
2014-01-21,13.571428571428571,1020.5714285714286
2014-01-22,15.25,1019.875
2014-01-23,15.625,1020.25
2014-01-24,13.875,1019.25
2014-01-25,11.75,1019.75
2014-01-26,14.375,1019.125
2014-01-27,16.625,1018.75
2014-01-28,16.625,1016.75
2014-01-29,14.875,1018.625
2014-01-30,14.5,1019.375
2014-01-31,14.75,1019.25
2014-02-01,14.0,1019.75
2014-02-02,15.25,1016.875
2014-02-03,18.428571428571427,1014.125
2014-02-04,18.857142857142858,1011.0
2014-02-05,17.0,1011.5
2014-02-06,18.5,1010.875
2014-02-07,19.625,1009.25
2014-02-08,13.625,1011.375
2014-02-09,12.875,1012.0
2014-02-10,12.625,1012.5
2014-02-11,13.375,1013.5
2014-02-12,13.25,1013.5
2014-02-13,15.25,1013.625
2014-02-14,13.0,1011.875
2014-02-15,12.375,1012.875
2014-02-16,13.5,1016.0
2014-02-17,15.125,1017.75
2014-02-18,15.25,1017.375
2014-02-19,15.125,1016.625
2014-02-20,16.125,1014.75
2014-02-21,17.125,1014.25
2014-02-22,16.625,1017.375
2014-02-23,16.5,1019.375
2014-02-24,16.375,1018.625
2014-02-25,18.125,1017.25
2014-02-26,18.75,1014.25
2014-02-27,18.625,1013.125
2014-02-28,15.625,1013.125
2014-03-01,16.142857142857142,1015.2857142857143
2014-03-02,16.125,1017.125
2014-03-03,17.875,1016.25
2014-03-04,18.75,1016.5
2014-03-05,18.875,1016.125
2014-03-06,18.375,1016.375
2014-03-07,18.5,1017.125
2014-03-08,19.875,1017.0
2014-03-09,22.0,1014.5
2014-03-10,20.0,1014.375
2014-03-11,20.714285714285715,1013.7142857142857
2014-03-12,20.0,1016.25
2014-03-13,19.0,1016.25
2014-03-14,19.625,1015.0
2014-03-15,21.625,1016.375
2014-03-16,23.125,1015.375
2014-03-17,26.25,1011.25
2014-03-18,24.857142857142858,1012.8571428571429
2014-03-19,21.75,1013.25
2014-03-20,21.5,1010.75
2014-03-21,22.5,1007.125
2014-03-22,25.0,1007.0
2014-03-23,22.75,1010.625
2014-03-24,22.375,1011.625
2014-03-25,24.625,1010.5
2014-03-26,25.125,1010.625
2014-03-27,23.5,1011.75
2014-03-28,24.428571428571427,1011.1428571428571
2014-03-29,25.875,1011.25
2014-03-30,24.125,1009.875
2014-03-31,24.125,1008.25
2014-04-01,24.875,1006.125
2014-04-02,26.75,1005.75
2014-04-03,25.0,1010.375
2014-04-04,25.857142857142858,1009.8571428571429
2014-04-05,27.375,1008.875
2014-04-06,30.125,1007.5
2014-04-07,27.25,1009.625
2014-04-08,25.75,1010.375
2014-04-09,25.75,1010.25
2014-04-10,26.375,1010.875
2014-04-11,28.142857142857142,1008.5714285714286
2014-04-12,29.125,1007.125
2014-04-13,26.875,1009.625
2014-04-14,27.625,1010.625
2014-04-15,29.0,1009.125
2014-04-16,27.125,1008.25
2014-04-17,26.375,1007.0
2014-04-18,24.25,1011.625
2014-04-19,25.625,1011.375
2014-04-20,27.0,1010.5
2014-04-21,28.0,1010.0
2014-04-22,29.375,1011.75
2014-04-23,29.125,1009.0
2014-04-24,29.375,1005.875
2014-04-25,30.625,1006.125
2014-04-26,31.5,1006.375
2014-04-27,30.625,1007.125
2014-04-28,31.5,1005.625
2014-04-29,32.125,1003.875
2014-04-30,33.25,1003.75
2014-05-01,34.875,1001.5
2014-05-02,34.375,1001.875
2014-05-03,31.75,1003.625
2014-05-04,31.875,1003.0
2014-05-05,29.75,1005.75
2014-05-06,29.571428571428573,1006.8571428571429
2014-05-07,31.75,1004.25
2014-05-08,31.375,1002.625
2014-05-09,30.5,1000.4285714285714
2014-05-10,30.0,1000.75
2014-05-11,29.625,1004.0
2014-05-12,28.0,1004.875
2014-05-13,25.25,1008.375
2014-05-14,26.875,1006.5
2014-05-15,29.5,1004.25
2014-05-16,31.125,1003.5
2014-05-17,29.875,1007.0
2014-05-18,31.5,1007.375
2014-05-19,32.375,1006.625
2014-05-20,31.125,1006.625
2014-05-21,33.0,1002.125
2014-05-22,33.25,999.5
2014-05-23,34.625,1000.0
2014-05-24,31.5,1004.125
2014-05-25,31.5,1005.5
2014-05-26,30.125,1007.125
2014-05-27,31.875,1004.75
2014-05-28,33.625,1001.25
2014-05-29,35.25,999.375
2014-05-30,33.125,999.5714285714286
2014-05-31,34.625,999.625
2014-06-01,32.75,1003.25
2014-06-02,32.75,1003.25
2014-06-03,34.875,1000.0
2014-06-04,35.25,998.125
2014-06-05,36.875,996.125
2014-06-06,37.5,994.875
2014-06-07,38.5,994.0
2014-06-08,37.625,993.125
2014-06-09,37.875,993.125
2014-06-10,37.25,994.75
2014-06-11,37.625,995.625
2014-06-12,32.875,997.0
2014-06-13,30.25,997.625
2014-06-14,30.5,997.375
2014-06-15,33.875,997.125
2014-06-16,36.375,995.625
2014-06-17,36.875,994.125
2014-06-18,33.875,994.25
2014-06-19,35.75,993.25
2014-06-20,38.0,991.375
2014-06-21,36.875,993.875
2014-06-22,34.5,996.375
2014-06-23,32.125,996.25
2014-06-24,33.0,995.5
2014-06-25,32.25,997.625
2014-06-26,32.5,1001.0
2014-06-27,34.75,1001.625
2014-06-28,34.875,999.375
2014-06-29,33.0,997.75
2014-06-30,32.0,997.5
2014-07-01,31.375,1000.875
2014-07-02,29.5,1001.125
2014-07-03,28.875,998.2857142857143
2014-07-04,31.38888888888889,998.7777777777778
2014-07-05,34.705882352941174,1000.7058823529412
2014-07-06,30.625,1000.5
2014-07-07,34.0,998.25
2014-07-08,35.0,996.875
2014-07-09,36.0,996.5
2014-07-10,36.125,996.875
2014-07-11,36.625,996.125
2014-07-12,35.875,996.0
